Function ID,Function Name,season_pval,season_top_pval,season_mid_pval,season_btm_pval,depth_pval,spearman_r,spearman_p,season_pval_corr,season_top_pval_corr,season_mid_pval_corr,season_btm_pval_corr,depth_pval_corr,spearman_pval_corr
KO:K13639,"MerR family transcriptional regulator, redox-sensitive transcriptional activator SoxR",0.9713652051528612,0.8750117490815185,0.9882500892143785,0.5994375433789965,0.0003214100637919536,-0.6779055867567286,6.285497966233363e-05,0.9998188706733068,0.9863050186157599,0.998161279668407,0.7299183934750576,0.007150723054488128,0.0016168083056534053
KO:K21645,"LysR family transcriptional regulator, hypochlorite-specific transcription factor HypT",0.9460908849349059,0.9536421730962549,0.9724755896756897,0.3916251762710877,0.0003170958999595507,-0.6779055867567286,6.285497966233363e-05,0.9998188706733068,0.9924810424732636,0.998161279668407,0.5716102371525662,0.007150723054488128,0.0016168083056534053
KO:K19666,"LuxR family transcriptional regulator, quorum-sensing system regulator SolR",0.41568375770759214,0.6216534439956096,0.8629064020333628,0.11036937563248914,0.0003352108735969557,-0.6746306805405126,6.819715460582497e-05,0.9998188706733068,0.9863050186157599,0.998161279668407,0.40914806907613455,0.007150723054488128,0.0016168083056534053
KO:K23842,NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2],0.8046428821372941,0.8629064020333611,0.8750117490815168,0.515968122877527,0.0003443941664943969,-0.6746306805405126,6.819715460582497e-05,0.9998188706733068,0.9863050186157599,0.998161279668407,0.6658701432425479,0.007150723054488128,0.0016168083056534053
KO:K18903,"outer membrane protein, multidrug efflux system",0.8919265860962534,0.247948932531364,0.8629064020333611,0.247948932531364,0.0003405376094130908,-0.6746306805405126,6.819715460582497e-05,0.9998188706733068,0.9863050186157599,0.998161279668407,0.45452482264500915,0.007150723054488128,0.0016168083056534053
KO:K18958,"WhiB family transcriptional regulator, redox-sensing transcriptional regulator",0.929420257944454,0.6443698056370242,0.5159681228775257,0.33258944009484603,0.00032044631619790944,-0.6746306805405126,6.819715460582497e-05,0.9998188706733068,0.9863050186157599,0.998161279668407,0.5300960538271933,0.007150723054488128,0.0016168083056534053
KO:K22474,"alcohol dehydrogenase (quinone), cytochrome c subunit [EC:1.1.5.5]",0.2906167231726566,0.3610667894157826,0.727307277151708,0.08237920359884332,0.0003443941664943969,-0.6746306805405126,6.819715460582497e-05,0.9998188706733068,0.9863050186157599,0.998161279668407,0.40914806907613455,0.007150723054488128,0.0016168083056534053
KO:K00511,squalene monooxygenase [EC:1.14.14.17],0.5061652190939097,0.9989163635177382,0.8383987241644638,0.12339363732542653,0.00032044631619790944,-0.6746306805405126,6.819715460582497e-05,0.9998188706733068,0.9989163635177382,0.998161279668407,0.40914806907613455,0.007150723054488128,0.0016168083056534053
KO:K05805,CreA protein,0.6056565246403598,0.4592904659214,0.9989163635177382,0.058554972459289256,0.0003734812921331947,-0.6713557743242965,7.39670049200846e-05,0.9998188706733068,0.9863050186157599,0.9989163635177382,0.40914806907613455,0.007150723054488128,0.0016168083056534053
KO:K20527,type IV secretion system protein TrbB [EC:7.4.2.8],0.4022394354714076,0.5360000505482427,0.7151789046875239,0.14732108491877768,0.00037013170668536783,-0.6713557743242965,7.39670049200846e-05,0.9998188706733068,0.9863050186157599,0.998161279668407,0.40914806907613455,0.007150723054488128,0.0016168083056534053
KO:K03194,type IV secretion system protein VirB1,0.33851198116130327,0.8750117490815185,0.4328704266256008,0.258708640638429,0.00023378442892773137,-0.6713557743242965,7.39670049200846e-05,0.9998188706733068,0.9863050186157599,0.998161279668407,0.4699532947885589,0.007150723054488128,0.0016168083056534053
KO:K02402,flagellar transcriptional activator FlhC,0.9551971812389841,0.1915648329907621,0.727307277151708,0.921698858575407,0.00035065570767315695,-0.6713557743242965,7.39670049200846e-05,0.9998188706733068,0.9863050186157599,0.998161279668407,0.945676873944899,0.007150723054488128,0.0016168083056534053
KO:K00463,"indoleamine 2,3-dioxygenase [EC:1.13.11.52]",0.8732745804621715,0.6793145395375055,0.8383987241644638,0.5885248464850752,0.0003307114667954407,-0.6713557743242965,7.39670049200846e-05,0.9998188706733068,0.9863050186157599,0.998161279668407,0.7203525779727723,0.007150723054488128,0.0016168083056534053
KO:K03890,ubiquinol-cytochrome c reductase iron-sulfur subunit,0.457910874722375,0.5777456155937877,0.9536421730962549,0.11286440254713426,0.0003831373115965885,-0.6680808681080803,8.019643871180113e-05,0.9998188706733068,0.9863050186157599,0.998161279668407,0.40914806907613455,0.007150723054488128,0.0016168083056534053
KO:K05816,sn-glycerol 3-phosphate transport system ATP-binding protein [EC:7.6.2.10],0.721943748331359,0.9633680302340748,0.9103638772660103,0.09432576197028154,0.0003831373115965885,-0.6680808681080803,8.019643871180113e-05,0.9998188706733068,0.9924810424732636,0.998161279668407,0.40914806907613455,0.007150723054488128,0.0016168083056534053
KO:K17223,L-cysteine S-thiosulfotransferase [EC:2.8.5.2],0.9674992854304559,0.5565954715609438,0.7640938305709298,0.1915648329907621,0.0003971958471813855,-0.6680808681080803,8.019643871180113e-05,0.9998188706733068,0.9863050186157599,0.998161279668407,0.4266417073048003,0.007150723054488128,0.0016168083056534053
KO:K20266,type IV secretion system protein TrbJ,0.4596697596336766,0.1290030614374365,0.45929046592139855,0.24794893253136197,0.0003971958471813855,-0.6680808681080803,8.019643871180113e-05,0.9998188706733068,0.9863050186157599,0.998161279668407,0.45452482264500915,0.007150723054488128,0.0016168083056534053
KO:K08227,"MFS transporter, LPLT family, lysophospholipid transporter",0.9119114278156584,0.9882500892143785,0.8629064020333611,0.5360000505482427,0.0003831373115965885,-0.6680808681080803,8.019643871180113e-05,0.9998188706733068,0.9959633637265831,0.998161279668407,0.6882354551788225,0.007150723054488128,0.0016168083056534053
KO:K11816,indole-3-pyruvate monooxygenase [EC:1.14.13.168],0.5902528290347202,0.12067679530734703,0.5565954715609438,0.5565954715609438,0.000408690442597467,-0.6648059618918642,8.691954828787067e-05,0.9998188706733068,0.9863050186157599,0.998161279668407,0.6971125318806081,0.007150723054488128,0.0016168083056534053
KO:K00285,D-amino-acid dehydrogenase [EC:1.4.5.1],0.9194408555873136,0.8629064020333611,0.7640938305709298,0.16808030490366724,0.00043138978694621605,-0.6648059618918642,8.691954828787067e-05,0.9998188706733068,0.9863050186157599,0.998161279668407,0.4266417073048003,0.007150723054488128,0.0016168083056534053
KO:K03184,3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60],0.5250415146866698,0.6216534439956096,0.7888458530654436,0.3610667894157814,0.00043138978694621605,-0.6648059618918642,8.691954828787067e-05,0.9998188706733068,0.9863050186157599,0.998161279668407,0.5436766065548189,0.007150723054488128,0.0016168083056534053
KO:K20267,type IV secretion system protein TrbH,0.9042680744176768,0.45929046592139855,0.9944549731981763,0.5777456155937877,0.0004255994075332177,-0.6648059618918642,8.691954828787067e-05,0.9998188706733068,0.9863050186157599,0.998161279668407,0.7121525006652338,0.007150723054488128,0.0016168083056534053
KO:K22466,5-hydroxybenzimidazole synthase [EC:4.1.99.23],0.936202318549305,0.5777456155937848,0.8383987241644638,0.9536421730962549,0.00038544536073163314,-0.6648059618918642,8.691954828787067e-05,0.9998188706733068,0.9863050186157599,0.998161279668407,0.9672905545685245,0.007150723054488128,0.0016168083056534053
KO:K15727,"membrane fusion protein, heavy metal efflux system",0.8499936983345536,0.8383987241644638,0.8750117490815185,0.14095722675230532,0.0004179996218813356,-0.6648059618918642,8.691954828787067e-05,0.9998188706733068,0.9863050186157599,0.998161279668407,0.40914806907613455,0.007150723054488128,0.0016168083056534053
KO:K07008,gamma-glutamyl hercynylcysteine S-oxide hydrolase [EC:3.5.1.118],0.801736382614153,0.9536421730962549,0.7640938305709298,0.21807985533434962,0.00040869044259747,-0.6648059618918642,8.691954828787067e-05,0.9998188706733068,0.9924810424732636,0.998161279668407,0.433583783248593,0.007150723054488128,0.0016168083056534053
KO:K08722,5'-deoxynucleotidase [EC:3.1.3.89],0.6121507013167349,0.727307277151708,0.8869795517166494,0.44153610468375193,0.00047099613936408803,-0.6615310556756482,9.417274393518963e-05,0.9998188706733068,0.9863050186157599,0.998161279668407,0.610341593012032,0.007150723054488128,0.0016168083056534053
KO:K15862,cytochrome c oxidase cbb3-type subunit I/II [EC:7.1.1.9],0.9734178822756143,0.11801703882817365,0.9724755896756897,0.6675564300203984,0.00042273342912373693,-0.6615310556756482,9.417274393518963e-05,0.9998188706733068,0.9863050186157599,0.998161279668407,0.7793394735412776,0.007150723054488128,0.0016168083056534053
KO:K05795,tellurium resistance protein TerD,0.6099810724560097,0.9944549731981756,0.8383987241644638,0.08618964081900748,0.00042273342912373693,-0.6615310556756482,9.417274393518963e-05,0.9998188706733068,0.9969934670672209,0.998161279668407,0.40914806907613455,0.007150723054488128,0.0016168083056534053
KO:K10944,methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39],0.5701244762573958,0.7151789046875255,0.8260465416008018,0.04762851470846421,0.00042273342912373693,-0.6615310556756482,9.417274393518963e-05,0.9998188706733068,0.9863050186157599,0.998161279668407,0.40914806907613455,0.007150723054488128,0.0016168083056534053
KO:K14952,UDP-MurNAc hydroxylase,0.7925332180316201,0.9882500892143775,0.9327310562211829,0.2044236960540071,0.00042273342912373693,-0.6615310556756482,9.417274393518963e-05,0.9998188706733068,0.9959633637265831,0.998161279668407,0.4266417073048003,0.007150723054488128,0.0016168083056534053
KO:K02463,general secretion pathway protein N,0.9272728117748169,0.7395089774047956,0.8750117490815185,0.376080544788919,0.0005020319239107344,-0.6582561494594321,0.0001019948946989436,0.9998188706733068,0.9863050186157599,0.998161279668407,0.5572921262663716,0.007150723054488128,0.0016168083056534053
KO:K20906,2-hydroxyisobutanoyl-CoA mutase large subunit [EC:5.4.99.64],0.9399528461805995,0.5462277823008417,0.8260465416008018,0.22764711306130112,0.0005065751683729152,-0.6582561494594321,0.0001019948946989436,0.9998188706733068,0.9863050186157599,0.998161279668407,0.4392633956429557,0.007150723054488128,0.0016168083056534053
KO:K00368,nitrite reductase (NO-forming) [EC:1.7.2.1],0.8868367381766152,0.9103638772660103,0.7888458530654436,0.15737830241586948,0.0005020319239107344,-0.6582561494594321,0.0001019948946989436,0.9998188706733068,0.9863050186157599,0.998161279668407,0.41877428162089975,0.007150723054488128,0.0016168083056534053
KO:K06199,fluoride exporter,0.9185614147045791,0.8629064020333628,0.8750117490815185,0.3465734529165632,0.0005088621855732902,-0.6582561494594321,0.0001019948946989436,0.9998188706733068,0.9863050186157599,0.998161279668407,0.5317925064612607,0.007150723054488128,0.0016168083056534053
KO:K07241,nickel/cobalt transporter (NiCoT) family protein,0.9740928762818579,0.8136579211933872,0.8750117490815185,0.6216534439956096,0.00048644905539501796,-0.6582561494594321,0.0001019948946989436,0.9998188706733068,0.9863050186157599,0.998161279668407,0.7476975070948854,0.007150723054488128,0.0016168083056534053
KO:K18688,3-oxocholest-4-en-26-oate---CoA ligase [EC:6.2.1.42],0.7120233851218003,0.9944549731981763,0.8260465416008,0.11801703882817408,0.000544024368803734,-0.654981243243216,0.00011042747643910998,0.9998188706733068,0.9969934670672209,0.998161279668407,0.40914806907613455,0.007150723054488128,0.0016168083056534053
KO:K10676,"2,4-dichlorophenol 6-monooxygenase [EC:1.14.13.20]",0.6946844423816043,0.8629064020333628,0.8260465416008,0.5462277823008388,0.0005061949994088695,-0.654981243243216,0.00011042747643910998,0.9998188706733068,0.9863050186157599,0.998161279668407,0.6948371222628521,0.007150723054488128,0.0016168083056534053
KO:K15981,cholest-4-en-3-one 26-monooxygenase [EC:1.14.15.29],0.9744286003182084,0.8629064020333628,0.8629064020333628,0.258708640638429,0.0004915888469045854,-0.654981243243216,0.00011042747643910998,0.9998188706733068,0.9863050186157599,0.998161279668407,0.4699532947885589,0.007150723054488128,0.0016168083056534053
KO:K11075,putrescine transport system permease protein,0.9481034110840102,0.8260465416008018,0.9103638772660103,0.09432576197028154,0.000544024368803734,-0.654981243243216,0.00011042747643910998,0.9998188706733068,0.9863050186157599,0.998161279668407,0.40914806907613455,0.007150723054488128,0.0016168083056534053
KO:K02673,type IV pilus assembly protein PilX,0.9878561388501442,0.5777456155937877,0.6793145395375055,0.9633680302340735,0.000544024368803734,-0.654981243243216,0.00011042747643910998,0.9998188706733068,0.9863050186157599,0.998161279668407,0.9732804987123675,0.007150723054488128,0.0016168083056534053
KO:K14028,methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7],0.46214128708766844,0.09432576197028154,0.5565954715609438,0.8869795517166494,0.0005379323346288543,-0.654981243243216,0.00011042747643910998,0.9998188706733068,0.9863050186157599,0.998161279668407,0.921387398554236,0.007150723054488128,0.0016168083056534053
KO:K00322,NAD(P) transhydrogenase [EC:1.6.1.1],0.9211943825685052,0.8750117490815168,0.9724755896756897,0.16087223358256716,0.0005652580371083313,-0.6517063370270001,0.00011951472744996918,0.9998188706733068,0.9863050186157599,0.998161279668407,0.41877428162089975,0.007150723054488128,0.0016168083056534053
KO:K02567,nitrate reductase (cytochrome) [EC:1.9.6.1],0.7881755589271566,0.8383987241644638,0.9536421730962549,0.26989113110039975,0.0005379323346288543,-0.6517063370270001,0.00011951472744996918,0.9998188706733068,0.9863050186157599,0.998161279668407,0.4722468538615868,0.007150723054488128,0.0016168083056534053
KO:K02744,N-acetylgalactosamine PTS system EIIA component [EC:2.7.1.-],0.6918907396811753,0.8260465416008018,0.5994375433789965,0.4683803042971353,0.0005886447555947483,-0.6517063370270001,0.00011951472744996918,0.9998188706733068,0.9863050186157599,0.998161279668407,0.6270349024719212,0.007150723054488128,0.0016168083056534053
KO:K02613,"ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE",0.6881740139054995,0.9327310562211829,0.6675564300203984,0.3465734529165632,0.0005755351754002092,-0.6517063370270001,0.00011951472744996918,0.9998188706733068,0.9863050186157599,0.998161279668407,0.5317925064612607,0.007150723054488128,0.0016168083056534053
KO:K08964,methylthioribulose-1-phosphate dehydratase [EC:4.2.1.109],0.9172389762603294,0.7640938305709298,0.8629064020333628,0.3685079445919075,0.0005886447555947483,-0.6517063370270001,0.00011951472744996918,0.9998188706733068,0.9863050186157599,0.998161279668407,0.5521468583251183,0.007150723054488128,0.0016168083056534053
KO:K01555,fumarylacetoacetase [EC:3.7.1.2],0.804158476991111,0.8383987241644638,0.6675564300203984,0.3916251762710877,0.0005886447555947483,-0.6517063370270001,0.00011951472744996918,0.9998188706733068,0.9863050186157599,0.998161279668407,0.5716102371525662,0.007150723054488128,0.0016168083056534053
KO:K16593,pimeloyl-[acyl-carrier protein] synthase [EC:1.14.14.46],0.7002873103980871,0.5994375433789965,0.515968122877527,0.08618964081900728,0.0005755351754002126,-0.6517063370270001,0.00011951472744996918,0.9998188706733068,0.9863050186157599,0.998161279668407,0.40914806907613455,0.007150723054488128,0.0016168083056534053
KO:K15329,"trans-AT polyketide synthase, acyltransferase and oxidoreductase domains",0.860017701662662,0.6793145395375055,0.9633680302340735,0.2044236960540071,0.0004853546822791717,-0.648431430810784,0.0001293038119321512,0.9998188706733068,0.9863050186157599,0.998161279668407,0.4266417073048003,0.007150723054488128,0.0016168083056534053
KO:K00372,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],0.954421262165788,0.8869795517166494,0.8750117490815185,0.06563922151138182,0.0006374032175223281,-0.648431430810784,0.0001293038119321512,0.9998188706733068,0.9863050186157599,0.998161279668407,0.40914806907613455,0.007150723054488128,0.0016168083056534053
KO:K12945,GDP-mannose pyrophosphatase NudK [EC:3.6.1.-],0.9078782688585979,0.045484744676466106,0.7395089774047956,0.6443698056370257,0.0005088621855732902,-0.648431430810784,0.0001293038119321512,0.9998188706733068,0.9863050186157599,0.998161279668407,0.7614177996658649,0.007150723054488128,0.0016168083056534053
KO:K12141,hydrogenase-4 component F [EC:1.-.-.-],0.8661899281573333,0.6443698056370242,0.7640938305709298,0.1755910132193456,0.000624612951050946,-0.648431430810784,0.0001293038119321512,0.9998188706733068,0.9863050186157599,0.998161279668407,0.4266417073048003,0.007150723054488128,0.0016168083056534053
KO:K11962,urea transport system ATP-binding protein,0.8732745804621715,0.6675564300203984,0.5994375433789965,0.18341541794550587,0.0006316866352281585,-0.648431430810784,0.0001293038119321512,0.9998188706733068,0.9863050186157599,0.998161279668407,0.4266417073048003,0.007150723054488128,0.0016168083056534053
KO:K22769,NADPH-dependent stearoyl-CoA 9-desaturase [EC:1.14.19.-],0.7077888152943176,0.7640938305709298,0.8629064020333611,0.4592904659214,0.0005708018287851266,-0.648431430810784,0.0001293038119321512,0.9998188706733068,0.9863050186157599,0.998161279668407,0.6204173017734474,0.007150723054488128,0.0016168083056534053
KO:K07140,uncharacterized protein,0.9194408555873136,0.9103638772660103,0.921698858575407,0.09222512232487043,0.0006359692401356396,-0.648431430810784,0.0001293038119321512,0.9998188706733068,0.9863050186157599,0.998161279668407,0.40914806907613455,0.007150723054488128,0.0016168083056534053
KO:K03607,ProP effector,0.07529099522010221,0.10090695162387808,0.5565954715609438,0.0572299515995627,0.0005518400863759285,-0.648431430810784,0.0001293038119321512,0.7249161603112191,0.9863050186157599,0.998161279668407,0.40914806907613455,0.007150723054488128,0.0016168083056534053
KO:K08987,putative membrane protein,0.9944385689464268,0.8629064020333628,0.788845853065442,0.9633680302340748,0.0006359692401356396,-0.648431430810784,0.0001293038119321512,0.9998188706733068,0.9863050186157599,0.998161279668407,0.9732804987123675,0.007150723054488128,0.0016168083056534053
KO:K13795,citrate/tricarballylate utilization protein,0.787207440991876,0.18744878239157858,0.8750117490815185,0.19156483299076216,0.0005088621855732902,-0.648431430810784,0.0001293038119321512,0.9998188706733068,0.9863050186157599,0.998161279668407,0.4266417073048003,0.007150723054488128,0.0016168083056534053
KO:K00457,4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27],0.9878561388501423,0.8629064020333628,0.7395089774047956,0.3685079445919075,0.000614842669925994,-0.648431430810784,0.0001293038119321512,0.9998188706733068,0.9863050186157599,0.998161279668407,0.5521468583251183,0.007150723054488128,0.0016168083056534053
KO:K05591,ATP-dependent RNA helicase DbpA [EC:3.6.4.13],0.7833361013257881,0.8629064020333628,0.9882500892143785,0.2044236960540071,0.00046085254163723337,-0.648431430810784,0.0001293038119321512,0.9998188706733068,0.9863050186157599,0.998161279668407,0.4266417073048003,0.007150723054488128,0.0016168083056534053
KO:K15726,heavy metal efflux system protein,0.9349415367757287,0.5159681228775257,0.9882500892143775,0.258708640638429,0.000624612951050946,-0.648431430810784,0.0001293038119321512,0.9998188706733068,0.9863050186157599,0.998161279668407,0.4699532947885589,0.007150723054488128,0.0016168083056534053
KO:K07214,iron(III)-enterobactin esterase [EC:3.1.1.108],0.8886913753039137,0.3465734529165632,0.9882500892143785,0.2935754062393199,0.000614842669925994,-0.648431430810784,0.0001293038119321512,0.9998188706733068,0.9863050186157599,0.998161279668407,0.48727624215739196,0.007150723054488128,0.0016168083056534053
KO:K01970,acyl-CoA carboxylase subunit beta [EC:6.4.1.-],0.7620929453728101,0.9327310562211829,0.8750117490815185,0.1290030614374365,0.000614842669925994,-0.648431430810784,0.0001293038119321512,0.9998188706733068,0.9863050186157599,0.998161279668407,0.40914806907613455,0.007150723054488128,0.0016168083056534053
KO:K00673,arginine N-succinyltransferase [EC:2.3.1.109],0.5242608748887898,0.691175251042276,0.9536421730962549,0.04762851470846421,0.0006558492615943343,-0.6451565245945678,0.00013984499161102254,0.9998188706733068,0.9863050186157599,0.998161279668407,0.40914806907613455,0.007150723054488128,0.0016168083056534053
KO:K03379,cyclohexanone monooxygenase [EC:1.14.13.22],0.8914652456503237,0.6675564300203984,0.727307277151708,0.18341541794550587,0.0006768586822031483,-0.6451565245945678,0.00013984499161102254,0.9998188706733068,0.9863050186157599,0.998161279668407,0.4266417073048003,0.007150723054488128,0.0016168083056534053
KO:K07044,uncharacterized protein,0.6416843703732913,0.7151789046875239,0.7151789046875255,0.1680803049036664,0.0006829840585251239,-0.6451565245945678,0.00013984499161102254,0.9998188706733068,0.9863050186157599,0.998161279668407,0.4266417073048003,0.007150723054488128,0.0016168083056534053
KO:K24206,uric acid transporter,0.7059101984677867,0.9633680302340735,0.6443698056370257,0.07523969031946498,0.0005096268168128076,-0.6451565245945678,0.00013984499161102254,0.9998188706733068,0.9924810424732636,0.998161279668407,0.40914806907613455,0.007150723054488128,0.0016168083056534053
KO:K05713,"2,3-dihydroxyphenylpropionate 1,2-dioxygenase [EC:1.13.11.16]",0.9902186538914076,0.8260465416008,0.8629064020333628,0.2815091445977314,0.0006768586822031534,-0.6451565245945678,0.00013984499161102254,0.9998188706733068,0.9863050186157599,0.998161279668407,0.47785074679960904,0.007150723054488128,0.0016168083056534053
KO:K09469,2-aminoethylphosphonate-pyruvate transaminase,0.6881740139054995,0.03446473320855386,0.8629064020333611,0.08426367526574687,0.0006768586822031483,-0.6451565245945678,0.00013984499161102254,0.9998188706733068,0.9863050186157599,0.998161279668407,0.40914806907613455,0.007150723054488128,0.0016168083056534053
KO:K03198,type IV secretion system protein VirB3,0.5742786621613933,0.9724755896756897,0.7888458530654436,0.3610667894157814,0.00048281071000118596,-0.6451565245945678,0.00013984499161102254,0.9998188706733068,0.9924810424732636,0.998161279668407,0.5436766065548189,0.007150723054488128,0.0016168083056534053
KO:K05917,sterol 14alpha-demethylase [EC:1.14.14.154 1.14.15.36],0.5549360405414174,0.7395089774047956,0.9724755896756897,0.11286440254713426,0.0006768586822031483,-0.6451565245945678,0.00013984499161102254,0.9998188706733068,0.9863050186157599,0.998161279668407,0.40914806907613455,0.007150723054488128,0.0016168083056534053
KO:K01034,acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9],0.8676102085635182,0.6443698056370242,0.9536421730962549,0.1539560026977256,0.0006412429843640033,-0.6451565245945678,0.00013984499161102254,0.9998188706733068,0.9863050186157599,0.998161279668407,0.41877428162089975,0.007150723054488128,0.0016168083056534053
KO:K23812,cytochrome P450 family 150 subfamily A5 [EC:1.14.-.-],0.9744286003182084,0.9327310562211829,0.9633680302340748,0.691175251042276,0.0006157665505485712,-0.6418816183783518,0.00015119180579907358,0.9998188706733068,0.9863050186157599,0.998161279668407,0.7912336551280658,0.007150723054488128,0.0016168083056534053
KO:K20370,phosphoenolpyruvate carboxykinase (diphosphate) [EC:4.1.1.38],0.869028861666328,0.7888458530654436,0.9989163635177382,0.24794893253136197,0.0007241728286359923,-0.6418816183783518,0.00015119180579907358,0.9998188706733068,0.9863050186157599,0.9989163635177382,0.45452482264500915,0.007150723054488128,0.0016168083056534053
KO:K04760,transcription elongation factor GreB,0.5456404427820114,0.788845853065442,0.7640938305709298,0.14095722675230532,0.0005899720261843381,-0.6418816183783518,0.00015119180579907358,0.9998188706733068,0.9863050186157599,0.998161279668407,0.40914806907613455,0.007150723054488128,0.0016168083056534053
KO:K08997,serine/tyrosine/threonine adenylyltransferase [EC:2.7.7.-],0.9042680744176768,0.8260465416008,0.9944549731981763,0.1290030614374365,0.000681447537107491,-0.6418816183783518,0.00015119180579907358,0.9998188706733068,0.9863050186157599,0.998161279668407,0.40914806907613455,0.007150723054488128,0.0016168083056534053
KO:K20532,type IV secretion system protein TrbG,0.5826491698670817,0.5777456155937848,0.691175251042276,0.3125429056383558,0.000732374019262716,-0.6418816183783518,0.00015119180579907358,0.9998188706733068,0.9863050186157599,0.998161279668407,0.506538760066565,0.007150723054488128,0.0016168083056534053
KO:K07262,serine-type D-Ala-D-Ala endopeptidase (penicillin-binding protein 7) [EC:3.4.21.-],0.7115523593952686,0.8629064020333611,0.8383987241644638,0.22281614497575108,0.0006398003685853671,-0.6418816183783518,0.00015119180579907358,0.9998188706733068,0.9863050186157599,0.998161279668407,0.4351077237500372,0.007150723054488128,0.0016168083056534053
KO:K12686,outer membrane lipase/esterase,0.4811991404604571,0.5061652190939079,0.7395089774047956,0.3916251762710877,0.0007241728286359923,-0.6418816183783518,0.00015119180579907358,0.9998188706733068,0.9863050186157599,0.998161279668407,0.5716102371525662,0.007150723054488128,0.0016168083056534053
KO:K01958,pyruvate carboxylase [EC:6.4.1.1],0.9277033214144629,0.6675564300203984,0.8750117490815185,0.24794893253136197,0.0005050562034905982,-0.6418816183783518,0.00015119180579907358,0.9998188706733068,0.9863050186157599,0.998161279668407,0.45452482264500915,0.007150723054488128,0.0016168083056534053
