taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Genome Size   * assembled	Gene Count   * assembled	Scaffold Count   * assembled	Genome MetaBAT Bin Count   * assembled	Genome EukCC Bin Count   * assembled	CRISPR Count   * assembled	GC Count   * assembled	GC   * assembled	Coding Base Count   * assembled	Coding Base Count %   * assembled	CDS Count   * assembled	CDS %   * assembled	RNA Count   * assembled	RNA %  * assembled	rRNA Count   * assembled	5S rRNA Count   * assembled	16S rRNA Count   * assembled	18S rRNA Count   * assembled	23S rRNA Count   * assembled	28S rRNA Count   * assembled	tRNA Count   * assembled	Other RNA Count   * assembled	Unchar Count 	Unchar % 	w/ Func Pred Count   * assembled	w/ Func Pred %   * assembled	w/o function prediction  * assembled	w/o function prediction %  * assembled	Paralogs Count	Paralogs %	COG Count   * assembled	COG %   * assembled	KOG Count 	KOG % 	Pfam Count   * assembled	Pfam %   * assembled	TIGRfam Count   * assembled	TIGRfam %   * assembled	Enzyme Count   * assembled	Enzyme %   * assembled	KEGG Count   * assembled	KEGG %   * assembled	Not KEGG Count   * assembled	Not KEGG %   * assembled	KO Count   * assembled	KO %   * assembled	Not KO Count   * assembled	Not KO %   * assembled	MetaCyc Count   * assembled	MetaCyc %   * assembled	Not MetaCyc Count   * assembled	Not MetaCyc %   * assembled	Signal Peptide Count 	Signal Peptide % 	Transmembrane Count 	Transmembrane % 	Horizontally Transferred Count	Horizontally Transferred %	Paralog Group Count	COG Cluster Count   * assembled	KOG Cluster Count 	Pfam Cluster Count   * assembled	TIGRfam Cluster Count   * assembled	SMC Biosynthetic Gene Cluster Count  * assembled	Predicted Viruses	Predicted Plasmids	Estimated Number of Genomes  * assembled	Estimated Average Genome Size  * assembled	Estimated number of genomes - Marker genes average  * assembled	Estimated number of genomes - Marker genes median  * assembled	Estimated number of genomes - Marker genes mode  * assembled	Standard deviation of marker gene counts  * assembled	CheckM2 Completeness	CheckM2 Contamination	JGI Project ID / ITS SP ID	ITS AP ID	ITS SP ID	ITS Proposal ID	SRA ID	SRA Run	JGI Data Utilization Status	GPTS Proposal ID	Number of Filtered Reads   * assembled	Number of Mapped Reads   * assembled	% Assembled Reads   * assembled	Total Filtered Bases   * assembled	Total Mapped Bases   * assembled	Average Coverage of Assembled Sequences   * assembled	
3300052722	*Microbiome	Permanent Draft	Soil microbial communities from wetlands in Washington, USA	Soil microbial communities from lacustrine wetlands, Lake Washington, Seattle, WA, USA - LW1_C4_Btm	DOE Joint Genome Institute (JGI)	3300052722	2034275029	3400214	1952404	26	0	355	1183964726	58.2	2030915629	99.83	3377376	99.33	22838	.67	2929	428	931	12	1542	16	19909	0	0	0	2179125	64.09	1198251	35.24	0	0	2081017	61.2	0	0	2035223	59.86	450304	13	858114	25.24	806175	23.71	2571201	75.62	1434993	42.2	1942383	57.13	484704	14.26	2892672	85.07	0	0	0	0	0	0	0	4596	0	7769	3151	0	0	0	529	3845510	556.53	529	0	156.34	0	0	1347455	1347446	1347455	507192			Restricted		392254492	196869809	50.19	58790482113	29506535223	14.5	
3300056873	*Microbiome	Permanent Draft	Soil microbial communities from wetlands in Washington, USA	Soil microbial communities from lacustrine wetlands, Lake Washington, Seattle, WA, USA - LW2_C2_Top	DOE Joint Genome Institute (JGI)	3300056873	1251271558	2171350	1287929	14	0	187	722506155	57.74	1248661438	99.79	2156681	99.32	14669	.68	2671	315	813	13	1507	23	11998	0	0	0	1413821	65.11	742860	34.21	0	0	1343277	61.86	0	0	1303291	60.02	290609	13	554363	25.53	533985	24.59	1622696	74.73	946651	43.6	1210030	55.73	308673	14.22	1848008	85.11	0	0	0	0	0	0	0	4589	0	7707	3132	0	0	0	352	3554748	360.9	352	0	104.43	0	0	1383458	1383423	1383458	507192			Restricted		390987320	130123679	33.28	58567526762	19491737103	15.58	
3300061208	*Microbiome	Complete	Soil microbial communities from wetlands in Washington, USA	Soil microbial communities from lacustrine wetlands, Lake Washington, Seattle, WA, USA - LW4_C1_Top	DOE Joint Genome Institute (JGI)	3300061208	1956311711	3475250	2091732	12	0	289	1188921193	60.77	1952915262	99.83	3454048	99.39	21202	.61	3322	439	994	46	1773	70	17880	0	0	0	2297116	66.1	1156932	33.29	0	0	2175465	62.6	0	0	2113090	60.8	459092	13	925056	26.62	876608	25.22	2577440	74.17	1567503	45.1	1886545	54.29	518252	14.91	2935796	84.48	0	0	0	0	0	0	0	4602	0	8154	3297	0	0	0	536	3649835	547.68	536	0	145.02	0	0	1404952	1404935	1404952	507192			Restricted		0	0	0	0	0	0	
3300051207	*Microbiome	Permanent Draft	Soil microbial communities from wetlands in Washington, USA	Soil microbial communities from lacustrine wetlands, Lake Washington, Seattle, WA, USA - LW1_C3_Mid	DOE Joint Genome Institute (JGI)	3300051207	1442539958	2552131	1535576	8	0	168	898893120	62.31	1440142346	99.83	2537490	99.43	14641	.57	2333	271	763	19	1250	30	12308	0	0	0	1707147	66.89	830343	32.54	0	0	1620236	63.49	0	0	1564476	61.3	335770	13	687793	26.95	648976	25.43	1888514	74	1155630	45.28	1381860	54.15	387093	15.17	2150397	84.26	0	0	0	0	0	0	0	4572	0	7701	3190	0	0	0	394	3661268	398.58	385	394	102.57	0	0	1347451	1347438	1347451	507192			Restricted		390438520	153005919	39.19	58515735243	22931276982	15.9	
3300051162	*Microbiome	Permanent Draft	Soil microbial communities from wetlands in Washington, USA	Soil microbial communities from lacustrine wetlands, Lake Washington, Seattle, WA, USA - LW1_C2_Mid	DOE Joint Genome Institute (JGI)	3300051162	1775586057	2889016	1608086	30	0	315	1007122068	56.72	1772539291	99.83	2868084	99.28	20932	.72	2519	386	830	3	1297	3	18413	0	0	0	1844392	63.84	1023692	35.43	0	0	1765820	61.12	0	0	1728601	59.83	383703	13	719275	24.9	671065	23.23	2197019	76.05	1194767	41.36	1673317	57.92	407497	14.11	2460587	85.17	0	0	0	0	0	0	0	4588	0	7471	3022	0	0	0	483	3676161	489	483	0	146.16	0	0	1347448	1347432	1347448	507192			Restricted		308257232	161713110	52.46	46202840765	24238215020	13.65	
3300056594	*Microbiome	Permanent Draft	Soil microbial communities from wetlands in Washington, USA	Soil microbial communities from lacustrine wetlands, Lake Washington, Seattle, WA, USA - LW3_C1_Btm	DOE Joint Genome Institute (JGI)	3300056594	2072411201	3349192	1799774	49	0	441	1158822804	55.92	2068387633	99.81	3322188	99.19	27004	.81	3323	501	1049	7	1757	9	23681	0	0	0	2103673	62.81	1218515	36.38	0	0	2012163	60.08	0	0	1980767	59.14	453309	14	816826	24.39	771130	23.02	2551058	76.17	1368610	40.86	1953578	58.33	462787	13.82	2859401	85.38	0	0	0	0	0	0	0	4604	0	7765	3096	0	0	0	563	3681014	581.23	563	0	174	0	0	1383469	1383445	1383469	507192			Restricted		373207156	183136522	49.07	55895082095	27428281497	13.23	
3300056862	*Microbiome	Permanent Draft	Soil microbial communities from wetlands in Washington, USA	Soil microbial communities from lacustrine wetlands, Lake Washington, Seattle, WA, USA - LW3_C1_Mid	DOE Joint Genome Institute (JGI)	3300056862	1700503092	2947342	1708985	25	0	239	968780828	56.97	1696938575	99.79	2926908	99.31	20434	.69	3472	453	1028	24	1945	22	16962	0	0	0	1924260	65.29	1002648	34.02	0	0	1837646	62.35	0	0	1777281	60.3	391500	13	752128	25.52	723621	24.55	2203287	74.76	1283633	43.55	1643275	55.75	421955	14.32	2504953	84.99	0	0	0	0	0	0	0	4593	0	7925	3173	0	0	0	488	3484637	502.42	488	0	155.87	0	0	1383468	1383443	1383468	507192			Restricted		489253630	169333949	34.61	73306316921	25371805889	14.92	
3300056875	*Microbiome	Permanent Draft	Soil microbial communities from wetlands in Washington, USA	Soil microbial communities from lacustrine wetlands, Lake Washington, Seattle, WA, USA - LW2_C4_Mid	DOE Joint Genome Institute (JGI)	3300056875	1102775351	1900477	1109148	22	0	185	626967360	56.85	1100240250	99.77	1886728	99.28	13749	.72	2480	274	769	14	1403	20	11269	0	0	0	1252597	65.91	634131	33.37	0	0	1198989	63.09	0	0	1151558	60.59	255777	13	487703	25.66	472562	24.87	1414166	74.41	832609	43.81	1054119	55.47	274163	14.43	1612565	84.85	0	0	0	0	0	0	0	4591	0	7570	3160	0	0	0	321	3435437	333.32	321	0	106.99	0	0	1383465	1383437	1383465	507192			Restricted		358521788	107924875	30.1	53709501809	16168030683	14.66	
3300051161	*Microbiome	Permanent Draft	Soil microbial communities from wetlands in Washington, USA	Soil microbial communities from lacustrine wetlands, Lake Washington, Seattle, WA, USA - LW1_C2_Top	DOE Joint Genome Institute (JGI)	3300051161	1153422162	2023958	1221642	18	0	190	664059601	57.57	1151070212	99.8	2010185	99.32	13773	.68	2304	277	716	8	1288	15	11469	0	0	0	1317718	65.11	692467	34.21	0	0	1260769	62.29	0	0	1208573	59.71	259130	13	518274	25.61	489765	24.2	1520420	75.12	869300	42.95	1140885	56.37	292088	14.43	1718097	84.89	0	0	0	0	0	0	0	4579	0	7400	3001	0	0	0	331	3484659	343.14	331	0	110.19	0	0	1347447	1347430	1347447	507192			Restricted		339954584	119735943	35.22	50951928317	17945859452	15.56	
3300061210	*Microbiome	Complete	Soil microbial communities from wetlands in Washington, USA	Soil microbial communities from lacustrine wetlands, Lake Washington, Seattle, WA, USA - LW4_C3_Top	DOE Joint Genome Institute (JGI)	3300061210	1571320889	2713218	1559889	13	0	182	966879974	61.53	1568445900	99.82	2696457	99.38	16761	.62	2823	372	831	36	1541	43	13938	0	0	0	1811985	66.78	884472	32.6	0	0	1721567	63.45	0	0	1670920	61.58	368222	14	719326	26.51	688487	25.38	2007970	74.01	1223275	45.09	1473182	54.3	404567	14.91	2291890	84.47	0	0	0	0	0	0	0	4580	0	7801	3220	0	0	0	425	3697225	439.71	425	0	111.33	0	0	1404958	1404947	1404958	507192			Restricted		0	0	0	0	0	0	
3300052919	*Microbiome	Permanent Draft	Soil microbial communities from wetlands in Washington, USA	Soil microbial communities from lacustrine wetlands, Lake Washington, Seattle, WA, USA - LW1_C4_Top	DOE Joint Genome Institute (JGI)	3300052919	1207787339	2154655	1310029	7	0	128	737824778	61.09	1205585648	99.82	2141625	99.4	13030	.6	2164	260	659	15	1197	33	10866	0	0	0	1430160	66.38	711465	33.02	0	0	1354986	62.89	0	0	1307651	60.69	287137	13	578603	26.85	545423	25.31	1596202	74.08	976691	45.33	1164934	54.07	323164	15	1818461	84.4	0	0	0	0	0	0	0	4593	0	7723	3139	0	0	0	337	3583938	346.82	337	0	91.46	0	0	1347453	1347442	1347453	507192			Restricted		374976954	139718334	37.26	56205089238	20942304178	17.34	
3300056619	*Microbiome	Permanent Draft	Soil microbial communities from wetlands in Washington, USA	Soil microbial communities from lacustrine wetlands, Lake Washington, Seattle, WA, USA - LW3_C2_Mid	DOE Joint Genome Institute (JGI)	3300056619	1887275874	3219121	1830381	27	0	401	1062987536	56.32	1883468714	99.8	3196097	99.28	23024	.72	3440	445	1044	13	1918	20	19584	0	0	0	2074413	64.44	1121684	34.84	0	0	1983057	61.6	0	0	1923782	59.76	426120	13	807036	25.07	778339	24.18	2417758	75.11	1371039	42.59	1825058	56.69	454781	14.13	2741316	85.16	0	0	0	0	0	0	0	4601	0	8105	3268	0	0	0	515	3664613	537.59	515	0	173.29	0	0	1383471	1383449	1383471	507192			Restricted		497667282	183930381	36.96	74558971066	27555880105	14.6	
3300056968	*Microbiome	Permanent Draft	Soil microbial communities from wetlands in Washington, USA	Soil microbial communities from lacustrine wetlands, Lake Washington, Seattle, WA, USA - LW2_C3_Btm	DOE Joint Genome Institute (JGI)	3300056968	1960938055	3221173	1799997	31	0	310	1121995187	57.22	1957165643	99.81	3198170	99.29	23003	.71	3337	455	1019	12	1832	19	19666	0	0	0	2090069	64.89	1108101	34.4	0	0	2002862	62.18	0	0	1956009	60.72	438470	14	817581	25.38	778489	24.17	2419681	75.12	1374125	42.66	1824045	56.63	462446	14.36	2735724	84.93	0	0	0	0	0	0	0	4574	0	7652	3110	0	0	0	555	3533221	564.28	555	0	174.7	0	0	1383463	1383433	1383463	507192			Restricted		422503312	183709123	43.48	63300242376	27523646992	14.04	
3300051206	*Microbiome	Permanent Draft	Soil microbial communities from wetlands in Washington, USA	Soil microbial communities from lacustrine wetlands, Lake Washington, Seattle, WA, USA - LW1_C3_Top	DOE Joint Genome Institute (JGI)	3300051206	1706526053	3011697	1806095	11	0	188	1072964541	62.87	1703967404	99.85	2995222	99.45	16475	.55	2353	294	732	29	1245	53	14122	0	0	0	2003759	66.53	991463	32.92	0	0	1895549	62.94	0	0	1842926	61.19	396201	13	810291	26.9	760840	25.26	2234382	74.19	1359786	45.15	1635436	54.3	455761	15.13	2539461	84.32	0	0	0	0	0	0	0	4579	0	7915	3247	0	0	0	447	3817731	458.84	447	0	110.08	0	0	1347450	1347436	1347450	507192			Restricted		404711376	183099733	45.24	60658114046	27442975771	16.08	
3300056611	*Microbiome	Permanent Draft	Soil microbial communities from wetlands in Washington, USA	Soil microbial communities from lacustrine wetlands, Lake Washington, Seattle, WA, USA - LW3_C2_Btm	DOE Joint Genome Institute (JGI)	3300056611	1575958238	2485549	1277761	36	0	423	860090241	54.58	1572630378	99.79	2463046	99.09	22503	.91	2447	387	745	2	1311	2	20056	0	0	0	1593254	64.1	869792	34.99	0	0	1534454	61.74	0	0	1491013	59.99	358779	14	620632	24.97	588043	23.66	1875003	75.44	1031193	41.49	1431853	57.61	352027	14.16	2111019	84.93	0	0	0	0	0	0	0	4572	0	7250	2913	0	0	0	423	3725669	443.04	423	0	153.89	0	0	1383472	1383451	1383472	507192			Restricted		316696078	171652482	54.2	47450113951	25718442370	16.32	
3300061215	*Microbiome	Complete	Soil microbial communities from wetlands in Washington, USA	Soil microbial communities from lacustrine wetlands, Lake Washington, Seattle, WA, USA - LW4_C3_Mid	DOE Joint Genome Institute (JGI)	3300061215	2281410668	3814654	2156949	41	0	407	1317097208	57.73	2277420218	99.83	3788816	99.32	25838	.68	3600	486	1128	13	1948	25	22238	0	0	0	2446879	64.14	1341937	35.18	0	0	2335301	61.22	0	0	2287825	59.97	507923	13	955130	25.04	905343	23.73	2883473	75.59	1614754	42.33	2174062	56.99	536679	14.07	3252137	85.25	0	0	0	0	0	0	0	4605	0	8066	3219	0	0	0	516	4421338	624.83	600	516	174.57	0	0	1404959	1404949	1404959	507192			Restricted		0	0	0	0	0	0	
3300060274	*Microbiome	Permanent Draft	Soil microbial communities from wetlands in Washington, USA	Soil microbial communities from lacustrine wetlands, Lake Washington, Seattle, WA, USA - LW4_C1_Btm	DOE Joint Genome Institute (JGI)	3300060274	947347829	1664470	972882	8	0	85	571322231	60.31	945371657	99.79	1653416	99.34	11054	.66	1975	232	600	17	1103	23	9079	0	0	0	1123985	67.53	529431	31.81	0	0	1069638	64.26	0	0	1026780	61.69	230717	14	446453	26.82	430857	25.89	1222559	73.45	766252	46.04	887164	53.3	250461	15.05	1402955	84.29	0	0	0	0	0	0	0	4566	0	7388	3093	0	0	0	296	3200499	283.36	269	296	78.48	0	0	1404954	1404939	1404954	507192			Restricted		296308924	96322580	32.51	44344241915	14415197935	15.22	
3300056612	*Microbiome	Permanent Draft	Soil microbial communities from wetlands in Washington, USA	Soil microbial communities from lacustrine wetlands, Lake Washington, Seattle, WA, USA - LW3_C3_Mid	DOE Joint Genome Institute (JGI)	3300056612	1314222188	2295310	1357883	14	0	151	791029905	60.19	1311525573	99.79	2280288	99.35	15022	.65	2692	297	814	26	1514	41	12330	0	0	0	1540692	67.12	739596	32.22	0	0	1468540	63.98	0	0	1412925	61.56	311747	14	613800	26.74	590407	25.72	1689881	73.62	1042207	45.41	1238081	53.94	346045	15.08	1934243	84.27	0	0	0	0	0	0	0	4578	0	7642	3147	0	0	0	381	3449402	387.58	381	381	108.67	0	0	1383474	1383455	1383474	507192			Restricted		412070358	139288351	33.8	61730507361	20866195322	15.88	
3300060275	*Microbiome	Permanent Draft	Soil microbial communities from wetlands in Washington, USA	Soil microbial communities from lacustrine wetlands, Lake Washington, Seattle, WA, USA - LW4_C2_Top	DOE Joint Genome Institute (JGI)	3300060275	1342930758	2400279	1444306	14	0	192	765815581	57.03	1340068161	99.79	2383069	99.28	17210	.72	2906	372	874	16	1618	26	14304	0	0	0	1554511	64.76	828558	34.52	0	0	1484425	61.84	0	0	1423349	59.3	305241	13	609368	25.39	579852	24.16	1803217	75.13	1031197	42.96	1351872	56.32	343088	14.29	2039981	84.99	0	0	0	0	0	0	0	4595	0	7599	3055	0	0	0	378	3552726	400.31	378	0	130.68	0	0	1404955	1404941	1404955	507192			Restricted		369608154	139378515	37.71	55311926240	20858019655	15.53	
3300060272	*Microbiome	Permanent Draft	Soil microbial communities from wetlands in Washington, USA	Soil microbial communities from lacustrine wetlands, Lake Washington, Seattle, WA, USA - LW4_C2_Btm	DOE Joint Genome Institute (JGI)	3300060272	782213235	1392776	832223	10	0	99	436683618	55.83	780335281	99.76	1382275	99.25	10501	.75	1890	212	575	6	1086	11	8611	0	0	0	911023	65.41	471252	33.84	0	0	873839	62.74	0	0	827813	59.44	177594	13	353005	25.35	338771	24.32	1043504	74.92	599060	43.01	783215	56.23	198873	14.28	1183402	84.97	0	0	0	0	0	0	0	4561	0	6963	2790	0	0	0	226	3461120	241.51	226	0	85.25	0	0	1404957	1404945	1404957	507192			Restricted		252476828	76799238	30.42	37795596830	11496789861	14.7	
